,SOURCE_ID,ra,dec,distance_gspphot,phot_g_mean_mag,teff_gspphot
133,557132510414951552,75.08638114180661,81.19421908422336,98.3856,4.6715593,4735.5063
134,565552089424822528,17.299954900424268,80.01140847988344,125.6612,5.989373,5270.659
135,570170313139732352,67.49964854809437,83.34083355855206,92.7602,5.24088,5212.1016
136,571348130611591296,53.08717156194812,84.91043352070962,101.9156,5.39002,5308.15
137,572688327908529664,39.36395654795163,83.83460927764862,228.9705,6.2217646,4511.988
138,574112955678493824,17.192472075022426,86.25704383383308,97.716,3.8803709,4707.523
139,575667424601040000,19.05940622782456,87.14540126541512,113.6347,5.903064,4641.1846
140,580275512191589760,136.49311197833015,5.092283407784005,223.5548,4.634946,4861.3096
141,582791194797052416,132.10812687512194,5.837681582911936,105.574,4.3399606,9833.588
142,589907543288859264,142.98596093539476,11.29945493965191,68.5759,4.6827707,4878.6875
143,599009541062160000,126.47804153031689,7.5644590757805235,123.656,4.8872147,5158.874
144,600978285351788800,125.98003070799663,10.63195827197392,228.2122,5.4207177,5614.2827
145,606794938083988096,138.80752845764033,14.941458641928223,175.4338,4.931283,4702.7983
146,610526719204475136,134.31257024511896,15.322857248148475,50.3001,5.1951,8145.317
147,624684408880100992,154.932943049452,19.469961355767943,21.3211,4.6571474,6358.3823
148,646630489172029824,145.41026115141034,25.91273367971078,171.3591,5.877243,4473.0796
149,653239928447149056,121.26854590934383,13.117936547772764,65.8922,5.13089,9417.127
150,656549321007564800,123.2488192239753,16.514249165296953,132.1233,5.7851105,5416.7095
151,663132440719945728,128.17684660865487,20.440965370291128,96.8831,4.959186,4686.222
152,668781662744133120,117.98631911616994,19.324916575084355,129.7361,5.724317,4905.167
153,675727793092702080,125.0876832434835,20.747518755955856,118.7049,5.4872103,4568.0933
154,676768820148924416,121.94117872458763,21.581511839420184,24.237,5.1279187,5897.8315
155,678420806306593536,128.2501245251107,24.084589507363507,187.0836,6.0869074,4799.7266
156,680438856819626752,120.25316981464279,23.58297145715766,89.0649,6.093321,4757.472
157,681096777089578112,122.61289433225785,25.505787756746404,40.1737,5.5087924,5162.002
158,682015625213452160,120.23288586329133,25.392869374263277,182.2802,5.6202106,4940.7114
159,683184784030475520,125.01599916401489,27.21602917222347,18.2117,4.988862,6195.425
160,685299763366337664,137.58692413419524,21.996439080698412,121.6881,5.809291,4989.1895
161,685307356868426240,137.33973969278807,22.045479071649428,96.9368,4.8959565,5024.9673
162,701640155422333824,140.36331375889003,32.90205604971443,83.4636,5.8659997,4597.0845
163,704967037090946688,133.146760620834,28.329783000362703,12.5796,5.732681,5184.4775
164,706409046589939456,131.33925981362106,30.697728589548923,187.5635,5.8904114,5558.5376
165,710252934943846144,129.57896023430487,32.801998281151754,120.809,5.6570764,4800.1953
166,712117436084443008,134.88583045176568,32.41840484597619,90.982,4.998731,5128.2344
167,714079652021800320,138.8085004344982,34.63373116387167,113.3292,5.7533727,5630.6787
168,714116137767540096,137.211768493545,33.881708956195,18.9322,5.8090615,5877.378
169,719225572599575808,135.94618492582572,38.742033785308166,183.8386,4.965583,3509.1777
170,725469767850488064,154.13356750148594,23.5032553455267,31.8301,5.7994523,5705.692
171,734701989031835392,162.23804298542265,29.415885258260687,169.9932,5.8307014,4570.652
172,736193339116006656,159.68005362032412,31.97627338664522,162.7091,4.486387,5269.288
173,738199432440796288,163.7421008816382,34.03459948349997,100.8622,5.447774,4822.8193
174,739382090340176768,153.4569621600835,27.135810560674642,162.495,5.8427186,5200.001
175,741530093679746816,155.92396127360934,29.615793437523614,123.606,6.0662384,4888.94
176,743952214716130688,149.90041015303083,29.64506088785827,96.8431,5.4691796,4873.0557
177,746545172372256384,150.24996758591067,31.92176197567589,14.861,5.2049575,5759.9775
178,749256632470353152,156.03577234610128,33.718517383024874,158.9353,5.1669292,4790.7207
179,752050530171865984,159.78055809053703,37.90980002061139,50.0818,5.7068377,5947.64
180,762815470562110464,165.83095967577933,35.948653032660104,2.5453,6.551172,3511.045
181,765568407160116096,168.41696989688836,41.088906980707804,124.0145,6.0370784,4530.8496
182,765917673900443136,173.48382342992144,36.815394119495345,129.3405,6.102626,4904.367
183,775456761905169920,165.2096529278966,39.211956163998416,123.6251,5.012182,7367.725
184,777254360337133312,164.8647031186751,40.43050097561348,13.8966,4.866588,5763.587
185,778386926033483264,164.06058120589068,42.00772190308097,97.0771,5.7096066,4596.8877
186,797655936030681088,142.88474751755192,35.10283899903682,134.1219,4.718575,4709.984
187,798068905726303232,143.9106108359265,35.80898121341234,11.2098,5.200431,5455.0293
188,798883781282661248,143.55579627904467,36.397457046512834,62.8383,4.297111,5037.795
189,798909241848801024,143.37673063446348,36.48680085079557,155.3856,5.811361,4705.9907
190,801367371890645248,145.50113739407936,39.757639175089494,108.0231,5.379385,5015.473
191,801849439018305152,152.80312500799715,37.401768423712674,179.3695,5.46596,4399.3643
192,804739952015901056,155.54329702671302,41.22891638069128,38.4778,5.6076026,6127.4478
193,810292928110523264,154.7443764228253,46.76063160195623,205.4018,6.0793157,4814.09
194,812966291849963008,143.76578468685707,39.62158249034539,69.2067,4.5221634,4868.8813
195,813089746389964032,144.5906562535372,40.23983896438572,39.0559,5.2370076,7706.252
196,818464227945910016,142.16657382977394,45.60090611585789,86.2236,5.1204247,5025.682
197,820479250506389632,149.4868975070835,45.41415043878618,128.9931,6.0557003,4671.45
198,821455861647126656,147.14879992678325,46.02059693079518,18.7227,4.916553,5785.533
199,823773494718931968,152.8329289582321,49.451988897100506,4.8722,5.9611735,3978.864
200,829776725129940480,160.88531071466585,46.20357666384268,37.237,5.087954,6917.4233
201,834677214091669376,154.8609167860724,48.39627209826244,42.7578,5.739212,4846.4326
202,837423759778712320,163.13315228460266,52.50337358675941,106.4374,6.14938,4594.3447
203,841456081234583552,173.77048412569013,54.785425437732755,114.4654,5.3531566,4986.407
204,841920040781646080,176.73186602245164,55.62804519747156,64.4777,4.8879147,4460.3164
205,842067272260382336,178.99347583918401,56.5985478746583,93.9235,5.5318694,4756.412
206,844058831415683712,171.48739047094261,55.850671999736186,105.3011,5.46621,4867.1177
207,850196545840227328,159.77289080580104,53.667946529632836,158.5346,5.159852,4723.22
208,852067158716475008,155.12954254592466,54.21680961510735,166.4354,5.6830554,4791.762
209,852411202776521856,151.1511712939922,53.891694294038516,51.106,5.5877814,6181.5806
210,853819947756949120,157.65517382143014,55.980393770343866,12.9421,4.673892,6066.204
211,854734436486835840,158.7909340238363,57.08280045492562,26.8633,5.0622573,6908.111
212,859046721090488320,179.2215396604349,61.54901584529602,184.4316,5.984815,5054.6187
213,873246776325007232,112.33499918996836,28.118041714732566,55.911,5.039443,8201.882
214,875981845857570304,120.87941971270504,27.7941453867541,81.5756,4.6111827,4546.1953
215,886479673643853952,107.78471823693071,30.244948146711195,107.2703,4.020316,4687.6167
216,892160231749198848,112.27878982917893,31.785435445699783,17.8343,4.094832,7002.8057
217,894363992351617920,114.79118942273922,34.583839079832245,53.0536,4.7710595,6470.266
218,895232026718165888,114.63714195235866,35.04867321016843,98.6972,5.339538,5162.1377
219,898666832324034688,113.35346163777247,37.1879191785683,166.0416,6.051356,4708.275
220,899991572036092544,110.55583000420694,38.99572710447137,177.3968,6.0406075,4852.1084
221,913924583384303872,132.9867038166478,43.72681009071655,84.9261,4.8851395,4981.067
222,917553620294336128,130.25462423179027,45.83441070551413,57.6154,5.077131,4749.7007
223,922000668088866688,122.34598917797065,42.43028909417347,180.7393,5.880463,4432.866
224,923090524629574656,119.56927267319861,43.97740336156469,133.5211,6.0845423,4907.0146
225,932761931986441856,118.62182366078873,47.38598901049062,170.3764,5.937974,4559.883
226,935456044713157888,122.11395840540737,51.506646114508555,84.1285,4.7916656,9124.771
227,937631359749696640,102.42194704248115,32.60654189562103,134.8412,5.3037653,4746.8647
228,939067940410703744,104.25206055419633,33.68104687697074,126.3986,5.6942015,5124.148
229,943841057824988672,100.80740267392477,37.147280074143914,141.0899,5.9365163,4748.7363
230,947165053274951680,104.76162915437851,38.051775110653715,173.4152,5.6437964,4865.571
231,951619690275198720,102.6912781062249,41.78062052772636,118.9743,4.60387,4719.729
232,952326504452337792,101.68472063329233,43.57815575950833,16.6172,5.1055455,5975.6455
233,953838195501646848,104.4044785825968,45.09407884832102,72.7777,4.8726277,8893.127
234,954439594002055296,104.23293777880045,46.705004678319746,99.9201,5.5930614,4700.7695
235,960533671560454400,92.09640974511544,41.05551311828167,120.1519,6.0606627,4964.785
236,960883900373695744,90.82551477205453,42.910899295048594,79.0223,5.8123493,4867.174
237,961506567552649984,90.07853802464847,44.59184155449183,115.2315,5.90334,4499.667
238,971838540878491264,93.43891235413507,51.172186773185146,115.2663,5.7975774,5079.1606
239,974396039284854144,108.90728657939329,45.40938939042489,206.5642,6.174334,4536.363
240,974887555341533440,108.95911015474843,47.23913713441689,16.8459,5.38816,5777.554
241,975788673840275328,115.30130628928843,48.13095057524972,105.8479,5.304179,5074.1216
242,976893923544104576,112.4839174979886,49.672091036241135,20.4236,5.2239323,6266.647
243,986087180781907712,114.19589145807203,55.754895022482756,85.46,5.617978,4554.1436
244,990705816813310336,108.97788271342215,59.63631819571704,58.5703,4.895882,4622.3
245,990869987643774336,101.91492644994784,48.78950547790013,139.086,4.9140472,5047.0933
246,993456588748638976,101.04823538591637,53.29504140982081,78.8035,5.999134,4634.926
247,995762333350851712,95.44237824804918,53.45178235916701,61.4388,5.2251244,6450.306
248,1001083179355501440,101.70641171721239,57.16900482206823,65.9597,5.074608,4837.7534
249,1004358968092652544,97.69602304387136,58.16112834050636,54.7961,5.609718,4877.7285
250,1004671160675810816,94.9056792160276,59.0110906288025,72.2968,4.436156,9098.855
251,1012629082238847872,136.35030839468425,48.53023753473208,101.0018,5.3612614,6421.5635
252,1013695810383617152,130.7503622706136,46.9005895418072,130.7333,5.951742,5022.546
253,1014058103758571520,134.7989643318015,48.040871471105525,14.7754,3.120973,7498.3286
254,1028755206966173440,128.1394314656791,53.114514910633694,59.362,5.956534,4732.429
255,1029443226367419904,129.82321586952276,52.711486180151944,149.4749,5.5730667,4512.7383
256,1033475857061476608,123.45890827880385,56.45209153148502,167.2251,5.612003,4834.191
257,1040054235130174080,138.58551910281656,61.42317881514599,20.1511,5.021104,5763.827
258,1043382731705599360,137.73038701291733,63.51336043490033,35.8854,4.565455,7089.047
259,1044566355973270400,134.15568954886737,64.60342756603522,94.4808,5.321272,4960.7856
260,1046383298937140864,149.30697224125618,57.4179305137599,132.5374,5.732664,5103.844
261,1053778957742409984,156.03259900576703,65.56632923065649,113.666,4.911254,10276.215
262,1057043579564448000,175.61766017588582,66.74507990702959,148.0611,4.9314823,4740.2295
263,1060651214654122112,170.22470781813297,67.10051157395567,122.0904,5.935959,4830.5884
264,1061520550394795392,174.01302726996136,69.3223903144074,82.1557,4.92018,4894.3994
265,1068971975056597632,137.0976608806673,66.87305327249916,176.3414,4.5617146,4481.609
266,1068982214258617216,137.59826115667667,67.13362657576307,20.5509,4.679625,6235.699
267,1072881116849921664,165.86425787881944,70.0305861067148,196.2405,6.0400734,4776.183
268,1083498447804179456,120.3367368247351,59.047514090726956,44.493,5.677026,6567.484
269,1085344665266177920,120.62824628496067,63.09025825509534,160.5201,5.894182,6099.3467
270,1092230803512999424,130.05279074554068,64.3280541536806,77.833,4.222566,4787.6733
271,1092545710514654464,129.79848216263676,65.02129699890843,14.4485,5.4989767,5710.941
272,1093722565913923840,127.4417304981601,67.29748578950702,103.5673,5.6350646,5057.861
273,1108520892912114048,112.71941153449691,68.46545667457782,130.0437,5.2948775,4969.8354
274,1109935826938573056,105.3394229423626,70.80822542420366,157.8253,5.265241,4280.0537
275,1111365192054145280,108.49216429374935,71.81666987065631,132.6584,6.0702744,4603.8276
276,1112863173567966336,100.13445167095949,71.74883533862031,223.8079,5.5223527,4755.697
277,1120033123252071168,145.7378857090748,72.25249804713006,136.408,4.8888545,4938.1567
278,1120062260309755264,143.72409140423827,72.20534421110501,49.619,5.6501126,6178.4595
279,1123263037441061888,129.92730942031483,73.62923426088021,123.67,5.8901825,4814.378
280,1126897477422999936,158.7725122570992,75.7129084407845,76.3068,4.596746,5064.348
281,1129422299717456768,164.9853212592549,77.77007971231791,155.1462,5.9392242,5071.117
282,1137182755866748416,124.8851230882303,75.7569779684941,87.7851,5.3111973,5231.463
283,1141280704422528128,101.55652486903517,79.56212608725718,18.1976,5.3004165,6105.6284
284,1156084632057284224,228.79724120141185,4.9393754112616906,137.9119,4.973391,5140.154
285,1166147877871282816,233.97221070761162,11.265604886725844,160.3551,5.700166,4630.318
286,1168339101465489024,228.196386271791,10.70202013552781,174.344,6.0947785,4797.271
287,1175827016168739456,215.84422665730446,8.446577323011303,70.2904,5.0450473,9729.072
288,1184759757870424576,221.46565040672175,13.101074774141308,161.7457,6.1707907,4673.438
289,1190311634460189824,235.04303676701448,12.052894510454658,214.3688,5.9862366,5048.853
290,1192136759341170176,239.31014940029755,14.414868651587165,74.6826,5.2017417,4873.826
291,1192417409684853248,237.05539722145306,13.788614723974115,146.5095,5.568318,4816.591
292,1193030490492925824,239.11469743534354,15.655912590196278,11.167,3.694426,6182.6055
293,1201067439457715072,245.47983846631206,19.153320268640844,61.8365,3.691747,7142.965
294,1201381762344112640,243.8689899549026,18.807712396212146,91.7778,5.413513,4615.5293
295,1202356788639458688,245.01769709102896,21.132384693271927,99.8337,5.7938647,5100.514
296,1209268524888878976,233.888094549567,17.655494569772515,108.8999,5.8459506,4863.6025
297,1214075521005940224,229.60205169521254,20.57266356967069,120.7584,5.4239793,5104.279
298,1222932018450870144,237.39813874191995,26.068104449762515,49.5714,4.3782544,5184.7676
299,1226796526941689856,213.5204219101113,12.959200053475362,34.0445,5.392254,6024.051
300,1226844321337777536,214.81831214728047,13.004162152629776,26.089,5.288976,6595.145
301,1227200425666121856,213.6479236962376,13.975804031762303,155.1727,6.0013037,4228.514
302,1231034010395283200,209.66599009995832,14.649010753031293,159.0866,5.515333,4359.8477
303,1234645287617291520,220.18155997268835,16.418395838227386,100.868,4.85487,11821.793
304,1235912096811203968,219.55814609205026,18.298089285469107,109.6724,5.5906496,5126.1597
305,1236929488664453376,223.34694623244295,19.153760857444336,11.6017,5.7661414,4996.135
306,1237090738916392704,222.8480514738455,19.100269640072455,6.7505,4.4804826,5386.0786
307,1237414819968763776,221.33580501309666,18.885039183450694,150.5564,5.9281054,5837.306
308,1242755457182619776,219.02858484577914,23.25048030303418,132.0376,6.111246,4887.056
309,1244571953471006720,206.8133909945028,17.457173637726076,15.6162,4.356021,6319.2407
310,1244803503748018304,208.30371370154526,17.93289163199248,185.1834,5.4988513,5462.476
311,1250169120491310720,207.42858547629316,21.264177739894937,166.3168,4.414803,4419.565
312,1264630412816366720,226.82617958714343,24.86846415306875,19.5272,4.802299,6456.2046
313,1264661680178370432,227.1481593309505,25.108631347133834,150.6052,5.441864,4825.025
314,1265362034725248640,227.09911536242956,26.301084215546695,150.6784,5.2760253,4826.14
315,1265976524286377856,222.5665811155293,23.91198355603319,18.1872,5.729347,5872.434
316,1276480433745570944,228.52539480305128,31.787720603998032,174.3768,5.3411274,4639.0425
317,1291693001748846592,225.77500744448014,35.20583204476584,93.6373,5.2525735,4848.362
318,1306215557487643776,253.75909570130355,25.730593822541366,119.9545,5.829329,5263.63
319,1310479154342188160,255.5714326561937,31.88418738492412,124.8016,6.088244,4572.4814
320,1314105584208746112,252.67991301584965,32.55386629453657,93.589,5.881382,5019.277
321,1315865318209623040,243.94700374263425,27.421909076644713,141.2652,5.7166657,4287.669
322,1320255698202371072,240.36049337660566,29.851029766428226,119.6258,4.954191,10514.106
323,1323427759184545536,240.26003097651244,33.30007876899923,17.4969,5.2328,5708.916
324,1330195012735726208,242.9501501751811,36.42494704850216,209.4469,5.160967,4584.592
325,1333760419707327744,260.16557980211155,32.46311742250856,14.572,5.2098746,5630.0605
326,1338482130657660288,257.0084655913494,35.935099293251994,58.5666,5.2871594,7037.1353
327,1340726238185606272,259.59687893257745,38.811716643958505,99.7559,5.709153,5001.6206
328,1344493989656435840,268.0195933246493,39.9823187850556,215.6615,5.5662136,4685.916
329,1344503094987064192,268.325156150588,40.00818570011153,108.9688,4.805308,4869.384
330,1346932740806216960,260.4318000640739,39.97440141709664,93.7806,5.3263936,5948.1396
331,1347206278683904256,263.2798360611457,41.2431775578887,110.3599,5.4032063,4948.374
332,1349169353615643904,265.15683133522896,43.47091836501298,126.8243,6.0053935,4741.1665
333,1349653516689335808,269.9842097378529,45.501224975603265,192.5488,5.0114455,4322.0186
334,1354968521537483520,254.45903026706688,42.51223897619962,194.2502,5.966455,4784.8228
335,1356347068600745472,252.6499676356096,41.89677741814112,124.368,6.004398,4678.9033
336,1357489495541554688,251.29908456751548,43.21695082447461,218.7418,5.5820527,4415.656
337,1364767163005746816,260.08780615247474,46.24095850096858,158.1064,4.841345,4695.668
